cluster	ensembl_gene_id	counts	genes_num	genes_names
cl_10	ENSG00000026025 ENSG00000039068 ENSG00000168036	137	3	CDH1
cl_10	ENSG00000026025 ENSG00000039068 ENSG00000168036	137	3	CTNNB1
cl_11	ENSG00000087088 ENSG00000142208 ENSG00000171791	128	3	BAX
cl_11	ENSG00000087088 ENSG00000142208 ENSG00000171791	128	3	AKT1
cl_11	ENSG00000087088 ENSG00000142208 ENSG00000171791	128	3	BCL2
cl_12	ENSG00000141736 ENSG00000146648 ENSG00000178568	115	3	ERBB2
cl_12	ENSG00000141736 ENSG00000146648 ENSG00000178568	115	3	EGFR
cl_12	ENSG00000141736 ENSG00000146648 ENSG00000178568	115	3	ERBB4
cl_13	ENSG00000091831 ENSG00000141510 ENSG00000141736	110	3	ESR1
cl_13	ENSG00000091831 ENSG00000141510 ENSG00000141736	110	3	TP53
cl_13	ENSG00000091831 ENSG00000141510 ENSG00000141736	110	3	ERBB2
cl_14	ENSG00000141510 ENSG00000148773 ENSG00000171791	107	3	TP53
cl_14	ENSG00000141510 ENSG00000148773 ENSG00000171791	107	3	MKI67
cl_14	ENSG00000141510 ENSG00000148773 ENSG00000171791	107	3	BCL2
cl_15	ENSG00000087088 ENSG00000141510 ENSG00000143799 ENSG00000171791	106	4	BAX
cl_15	ENSG00000087088 ENSG00000141510 ENSG00000143799 ENSG00000171791	106	4	TP53
cl_15	ENSG00000087088 ENSG00000141510 ENSG00000143799 ENSG00000171791	106	4	PARP1
cl_15	ENSG00000087088 ENSG00000141510 ENSG00000143799 ENSG00000171791	106	4	BCL2
cl_16	ENSG00000065361 ENSG00000141736 ENSG00000146648 ENSG00000178568	98	4	ERBB3
cl_16	ENSG00000065361 ENSG00000141736 ENSG00000146648 ENSG00000178568	98	4	ERBB2
cl_16	ENSG00000065361 ENSG00000141736 ENSG00000146648 ENSG00000178568	98	4	EGFR
cl_16	ENSG00000065361 ENSG00000141736 ENSG00000146648 ENSG00000178568	98	4	ERBB4
cl_17	ENSG00000141510 ENSG00000141736 ENSG00000148773	95	3	TP53
cl_17	ENSG00000141510 ENSG00000141736 ENSG00000148773	95	3	ERBB2
cl_17	ENSG00000141510 ENSG00000141736 ENSG00000148773	95	3	MKI67
cl_18	ENSG00000142208 ENSG00000146648 ENSG00000198793	93	3	AKT1
cl_18	ENSG00000142208 ENSG00000146648 ENSG00000198793	93	3	EGFR
cl_18	ENSG00000142208 ENSG00000146648 ENSG00000198793	93	3	MTOR
cl_19	ENSG00000026025 ENSG00000039068 ENSG00000148516	90	3	VIM
cl_19	ENSG00000026025 ENSG00000039068 ENSG00000148516	90	3	CDH1
cl_19	ENSG00000026025 ENSG00000039068 ENSG00000148516	90	3	ZEB1
cl_20	ENSG00000133703 ENSG00000174775 ENSG00000213281	88	3	KRAS
cl_20	ENSG00000133703 ENSG00000174775 ENSG00000213281	88	3	HRAS
cl_20	ENSG00000133703 ENSG00000174775 ENSG00000213281	88	3	NRAS
cl_21	ENSG00000143924 ENSG00000146648 ENSG00000171094	88	3	EML4
cl_21	ENSG00000143924 ENSG00000146648 ENSG00000171094	88	3	EGFR
cl_21	ENSG00000143924 ENSG00000146648 ENSG00000171094	88	3	ALK
cl_22	ENSG00000142208 ENSG00000187840 ENSG00000198793	86	3	AKT1
cl_22	ENSG00000142208 ENSG00000187840 ENSG00000198793	86	3	EIF4EBP1
cl_22	ENSG00000142208 ENSG00000187840 ENSG00000198793	86	3	MTOR
cl_23	ENSG00000141736 ENSG00000142208 ENSG00000146648	84	3	ERBB2
cl_23	ENSG00000141736 ENSG00000142208 ENSG00000146648	84	3	AKT1
cl_23	ENSG00000141736 ENSG00000142208 ENSG00000146648	84	3	EGFR
cl_24	ENSG00000087088 ENSG00000089685 ENSG00000171791	74	3	BAX
cl_24	ENSG00000087088 ENSG00000089685 ENSG00000171791	74	3	BIRC5
cl_24	ENSG00000087088 ENSG00000089685 ENSG00000171791	74	3	BCL2
cl_25	ENSG00000017427 ENSG00000140443 ENSG00000142208	74	3	IGF1
cl_25	ENSG00000017427 ENSG00000140443 ENSG00000142208	74	3	IGF1R
cl_25	ENSG00000017427 ENSG00000140443 ENSG00000142208	74	3	AKT1
cl_26	ENSG00000138798 ENSG00000141736 ENSG00000146648	73	3	EGF
cl_26	ENSG00000138798 ENSG00000141736 ENSG00000146648	73	3	ERBB2
cl_26	ENSG00000138798 ENSG00000141736 ENSG00000146648	73	3	EGFR
cl_27	ENSG00000087088 ENSG00000141510 ENSG00000171552 ENSG00000171791	72	4	BAX
cl_27	ENSG00000087088 ENSG00000141510 ENSG00000171552 ENSG00000171791	72	4	TP53
cl_27	ENSG00000087088 ENSG00000141510 ENSG00000171552 ENSG00000171791	72	4	BCL2L1
cl_27	ENSG00000087088 ENSG00000141510 ENSG00000171552 ENSG00000171791	72	4	BCL2
cl_28	ENSG00000087088 ENSG00000143384 ENSG00000171552 ENSG00000171791	72	4	BAX
cl_28	ENSG00000087088 ENSG00000143384 ENSG00000171552 ENSG00000171791	72	4	MCL1
cl_28	ENSG00000087088 ENSG00000143384 ENSG00000171552 ENSG00000171791	72	4	BCL2L1
cl_28	ENSG00000087088 ENSG00000143384 ENSG00000171552 ENSG00000171791	72	4	BCL2
cl_29	ENSG00000087088 ENSG00000107643 ENSG00000171791	70	3	BAX
cl_29	ENSG00000087088 ENSG00000107643 ENSG00000171791	70	3	MAPK8
cl_29	ENSG00000087088 ENSG00000107643 ENSG00000171791	70	3	BCL2
cl_30	ENSG00000091831 ENSG00000141510 ENSG00000141736 ENSG00000148773	69	4	ESR1
cl_30	ENSG00000091831 ENSG00000141510 ENSG00000141736 ENSG00000148773	69	4	TP53
cl_30	ENSG00000091831 ENSG00000141510 ENSG00000141736 ENSG00000148773	69	4	ERBB2
cl_30	ENSG00000091831 ENSG00000141510 ENSG00000141736 ENSG00000148773	69	4	MKI67
cl_31	ENSG00000105810 ENSG00000110092 ENSG00000135446	67	3	CDK6
cl_31	ENSG00000105810 ENSG00000110092 ENSG00000135446	67	3	CCND1
cl_31	ENSG00000105810 ENSG00000110092 ENSG00000135446	67	3	CDK4
cl_32	ENSG00000133703 ENSG00000146648 ENSG00000171094	66	3	KRAS
cl_32	ENSG00000133703 ENSG00000146648 ENSG00000171094	66	3	EGFR
cl_32	ENSG00000133703 ENSG00000146648 ENSG00000171094	66	3	ALK
cl_33	ENSG00000065361 ENSG00000141736 ENSG00000146648	64	3	ERBB3
cl_33	ENSG00000065361 ENSG00000141736 ENSG00000146648	64	3	ERBB2
cl_33	ENSG00000065361 ENSG00000141736 ENSG00000146648	64	3	EGFR
cl_34	ENSG00000121879 ENSG00000133703 ENSG00000157764	63	3	PIK3CA
cl_34	ENSG00000121879 ENSG00000133703 ENSG00000157764	63	3	KRAS
cl_34	ENSG00000121879 ENSG00000133703 ENSG00000157764	63	3	BRAF
cl_35	ENSG00000141736 ENSG00000142208 ENSG00000198793	62	3	ERBB2
cl_35	ENSG00000141736 ENSG00000142208 ENSG00000198793	62	3	AKT1
cl_35	ENSG00000141736 ENSG00000142208 ENSG00000198793	62	3	MTOR
cl_36	ENSG00000124762 ENSG00000135679 ENSG00000141510	62	3	CDKN1A
cl_36	ENSG00000124762 ENSG00000135679 ENSG00000141510	62	3	MDM2
cl_36	ENSG00000124762 ENSG00000135679 ENSG00000141510	62	3	TP53
cl_37	ENSG00000082701 ENSG00000142208 ENSG00000168036	62	3	GSK3B
cl_37	ENSG00000082701 ENSG00000142208 ENSG00000168036	62	3	AKT1
cl_37	ENSG00000082701 ENSG00000142208 ENSG00000168036	62	3	CTNNB1
cl_38	ENSG00000138798 ENSG00000142208 ENSG00000146648	61	3	EGF
cl_38	ENSG00000138798 ENSG00000142208 ENSG00000146648	61	3	AKT1
cl_38	ENSG00000138798 ENSG00000142208 ENSG00000146648	61	3	EGFR
cl_39	ENSG00000133703 ENSG00000141510 ENSG00000146648	60	3	KRAS
cl_39	ENSG00000133703 ENSG00000141510 ENSG00000146648	60	3	TP53
cl_39	ENSG00000133703 ENSG00000141510 ENSG00000146648	60	3	EGFR
cl_40	ENSG00000135679 ENSG00000141510 ENSG00000147889	60	3	MDM2
cl_40	ENSG00000135679 ENSG00000141510 ENSG00000147889	60	3	TP53
cl_40	ENSG00000135679 ENSG00000141510 ENSG00000147889	60	3	CDKN2A
cl_41	ENSG00000105810 ENSG00000135446 ENSG00000141736	60	3	CDK6
cl_41	ENSG00000105810 ENSG00000135446 ENSG00000141736	60	3	CDK4
cl_41	ENSG00000105810 ENSG00000135446 ENSG00000141736	60	3	ERBB2
cl_42	ENSG00000100030 ENSG00000107643 ENSG00000142208	59	3	MAPK1
cl_42	ENSG00000100030 ENSG00000107643 ENSG00000142208	59	3	MAPK8
cl_42	ENSG00000100030 ENSG00000107643 ENSG00000142208	59	3	AKT1
cl_43	ENSG00000087088 ENSG00000110092 ENSG00000171791	57	3	BAX
cl_43	ENSG00000087088 ENSG00000110092 ENSG00000171791	57	3	CCND1
cl_43	ENSG00000087088 ENSG00000110092 ENSG00000171791	57	3	BCL2
cl_44	ENSG00000073756 ENSG00000087088 ENSG00000171791	55	3	PTGS2
cl_44	ENSG00000073756 ENSG00000087088 ENSG00000171791	55	3	BAX
cl_44	ENSG00000073756 ENSG00000087088 ENSG00000171791	55	3	BCL2
cl_45	ENSG00000087088 ENSG00000143799 ENSG00000171552 ENSG00000171791	54	4	BAX
cl_45	ENSG00000087088 ENSG00000143799 ENSG00000171552 ENSG00000171791	54	4	PARP1
cl_45	ENSG00000087088 ENSG00000143799 ENSG00000171552 ENSG00000171791	54	4	BCL2L1
cl_45	ENSG00000087088 ENSG00000143799 ENSG00000171552 ENSG00000171791	54	4	BCL2
cl_46	ENSG00000100644 ENSG00000142208 ENSG00000198793	53	3	HIF1A
cl_46	ENSG00000100644 ENSG00000142208 ENSG00000198793	53	3	AKT1
cl_46	ENSG00000100644 ENSG00000142208 ENSG00000198793	53	3	MTOR
cl_47	ENSG00000141510 ENSG00000142208 ENSG00000198793	52	3	TP53
cl_47	ENSG00000141510 ENSG00000142208 ENSG00000198793	52	3	AKT1
cl_47	ENSG00000141510 ENSG00000142208 ENSG00000198793	52	3	MTOR
cl_48	ENSG00000087088 ENSG00000124762 ENSG00000141510	52	3	BAX
cl_48	ENSG00000087088 ENSG00000124762 ENSG00000141510	52	3	CDKN1A
cl_48	ENSG00000087088 ENSG00000124762 ENSG00000141510	52	3	TP53
cl_49	ENSG00000091831 ENSG00000138798 ENSG00000141736	52	3	ESR1
cl_49	ENSG00000091831 ENSG00000138798 ENSG00000141736	52	3	EGF
cl_49	ENSG00000091831 ENSG00000138798 ENSG00000141736	52	3	ERBB2
cl_50	ENSG00000133703 ENSG00000141510 ENSG00000157764	52	3	KRAS
cl_50	ENSG00000133703 ENSG00000141510 ENSG00000157764	52	3	TP53
cl_50	ENSG00000133703 ENSG00000141510 ENSG00000157764	52	3	BRAF
cl_51	ENSG00000121879 ENSG00000142208 ENSG00000198793	51	3	PIK3CA
cl_51	ENSG00000121879 ENSG00000142208 ENSG00000198793	51	3	AKT1
cl_51	ENSG00000121879 ENSG00000142208 ENSG00000198793	51	3	MTOR
cl_52	ENSG00000026025 ENSG00000039068 ENSG00000142208	50	3	VIM
cl_52	ENSG00000026025 ENSG00000039068 ENSG00000142208	50	3	CDH1
cl_52	ENSG00000026025 ENSG00000039068 ENSG00000142208	50	3	AKT1
cl_53	ENSG00000087088 ENSG00000143384 ENSG00000171791	47	3	BAX
cl_53	ENSG00000087088 ENSG00000143384 ENSG00000171791	47	3	MCL1
cl_53	ENSG00000087088 ENSG00000143384 ENSG00000171791	47	3	BCL2
cl_54	ENSG00000121879 ENSG00000133703 ENSG00000146648 ENSG00000157764	46	4	PIK3CA
cl_54	ENSG00000121879 ENSG00000133703 ENSG00000146648 ENSG00000157764	46	4	KRAS
cl_54	ENSG00000121879 ENSG00000133703 ENSG00000146648 ENSG00000157764	46	4	EGFR
cl_54	ENSG00000121879 ENSG00000133703 ENSG00000146648 ENSG00000157764	46	4	BRAF
cl_55	ENSG00000139687 ENSG00000141510 ENSG00000147889	46	3	RB1
cl_55	ENSG00000139687 ENSG00000141510 ENSG00000147889	46	3	TP53
cl_55	ENSG00000139687 ENSG00000141510 ENSG00000147889	46	3	CDKN2A
cl_56	ENSG00000133703 ENSG00000141510 ENSG00000141646 ENSG00000147889	46	4	KRAS
cl_56	ENSG00000133703 ENSG00000141510 ENSG00000141646 ENSG00000147889	46	4	TP53
cl_56	ENSG00000133703 ENSG00000141510 ENSG00000141646 ENSG00000147889	46	4	SMAD4
cl_56	ENSG00000133703 ENSG00000141510 ENSG00000141646 ENSG00000147889	46	4	CDKN2A
cl_57	ENSG00000133703 ENSG00000146648 ENSG00000213281	46	3	KRAS
cl_57	ENSG00000133703 ENSG00000146648 ENSG00000213281	46	3	EGFR
cl_57	ENSG00000133703 ENSG00000146648 ENSG00000213281	46	3	NRAS
cl_58	ENSG00000100030 ENSG00000142208 ENSG00000146648	46	3	MAPK1
cl_58	ENSG00000100030 ENSG00000142208 ENSG00000146648	46	3	AKT1
cl_58	ENSG00000100030 ENSG00000142208 ENSG00000146648	46	3	EGFR
cl_59	ENSG00000141510 ENSG00000141736 ENSG00000146648	46	3	TP53
cl_59	ENSG00000141510 ENSG00000141736 ENSG00000146648	46	3	ERBB2
cl_59	ENSG00000141510 ENSG00000141736 ENSG00000146648	46	3	EGFR
cl_60	ENSG00000133703 ENSG00000143924 ENSG00000146648 ENSG00000171094	45	4	KRAS
cl_60	ENSG00000133703 ENSG00000143924 ENSG00000146648 ENSG00000171094	45	4	EML4
cl_60	ENSG00000133703 ENSG00000143924 ENSG00000146648 ENSG00000171094	45	4	EGFR
cl_60	ENSG00000133703 ENSG00000143924 ENSG00000146648 ENSG00000171094	45	4	ALK
cl_61	ENSG00000139618 ENSG00000141510 ENSG00000171862	45	3	BRCA2
cl_61	ENSG00000139618 ENSG00000141510 ENSG00000171862	45	3	TP53
cl_61	ENSG00000139618 ENSG00000141510 ENSG00000171862	45	3	PTEN
cl_62	ENSG00000087088 ENSG00000142208 ENSG00000143799 ENSG00000171791	44	4	BAX
cl_62	ENSG00000087088 ENSG00000142208 ENSG00000143799 ENSG00000171791	44	4	AKT1
cl_62	ENSG00000087088 ENSG00000142208 ENSG00000143799 ENSG00000171791	44	4	PARP1
cl_62	ENSG00000087088 ENSG00000142208 ENSG00000143799 ENSG00000171791	44	4	BCL2
cl_63	ENSG00000133703 ENSG00000157764 ENSG00000213281	44	3	KRAS
cl_63	ENSG00000133703 ENSG00000157764 ENSG00000213281	44	3	BRAF
cl_63	ENSG00000133703 ENSG00000157764 ENSG00000213281	44	3	NRAS
cl_64	ENSG00000017427 ENSG00000142208 ENSG00000198793	44	3	IGF1
cl_64	ENSG00000017427 ENSG00000142208 ENSG00000198793	44	3	AKT1
cl_64	ENSG00000017427 ENSG00000142208 ENSG00000198793	44	3	MTOR
cl_65	ENSG00000019991 ENSG00000105976 ENSG00000146648	43	3	HGF
cl_65	ENSG00000019991 ENSG00000105976 ENSG00000146648	43	3	MET
cl_65	ENSG00000019991 ENSG00000105976 ENSG00000146648	43	3	EGFR
cl_66	ENSG00000133703 ENSG00000141510 ENSG00000141646	41	3	KRAS
cl_66	ENSG00000133703 ENSG00000141510 ENSG00000141646	41	3	TP53
cl_66	ENSG00000133703 ENSG00000141510 ENSG00000141646	41	3	SMAD4
cl_67	ENSG00000141510 ENSG00000141736 ENSG00000171791	41	3	TP53
cl_67	ENSG00000141510 ENSG00000141736 ENSG00000171791	41	3	ERBB2
cl_67	ENSG00000141510 ENSG00000141736 ENSG00000171791	41	3	BCL2
cl_68	ENSG00000141736 ENSG00000146648 ENSG00000148773	41	3	ERBB2
cl_68	ENSG00000141736 ENSG00000146648 ENSG00000148773	41	3	EGFR
cl_68	ENSG00000141736 ENSG00000146648 ENSG00000148773	41	3	MKI67
cl_69	ENSG00000133703 ENSG00000141736 ENSG00000146648	40	3	KRAS
cl_69	ENSG00000133703 ENSG00000141736 ENSG00000146648	40	3	ERBB2
cl_69	ENSG00000133703 ENSG00000141736 ENSG00000146648	40	3	EGFR
cl_70	ENSG00000141510 ENSG00000171552 ENSG00000171791	40	3	TP53
cl_70	ENSG00000141510 ENSG00000171552 ENSG00000171791	40	3	BCL2L1
cl_70	ENSG00000141510 ENSG00000171552 ENSG00000171791	40	3	BCL2
cl_71	ENSG00000141510 ENSG00000141736 ENSG00000148773 ENSG00000171791	39	4	TP53
cl_71	ENSG00000141510 ENSG00000141736 ENSG00000148773 ENSG00000171791	39	4	ERBB2
cl_71	ENSG00000141510 ENSG00000141736 ENSG00000148773 ENSG00000171791	39	4	MKI67
cl_71	ENSG00000141510 ENSG00000141736 ENSG00000148773 ENSG00000171791	39	4	BCL2
cl_72	ENSG00000091831 ENSG00000141510 ENSG00000148773	39	3	ESR1
cl_72	ENSG00000091831 ENSG00000141510 ENSG00000148773	39	3	TP53
cl_72	ENSG00000091831 ENSG00000141510 ENSG00000148773	39	3	MKI67
cl_73	ENSG00000082701 ENSG00000110092 ENSG00000136997 ENSG00000168036	39	4	GSK3B
cl_73	ENSG00000082701 ENSG00000110092 ENSG00000136997 ENSG00000168036	39	4	CCND1
cl_73	ENSG00000082701 ENSG00000110092 ENSG00000136997 ENSG00000168036	39	4	MYC
cl_73	ENSG00000082701 ENSG00000110092 ENSG00000136997 ENSG00000168036	39	4	CTNNB1
cl_74	ENSG00000121879 ENSG00000142208 ENSG00000171862	39	3	PIK3CA
cl_74	ENSG00000121879 ENSG00000142208 ENSG00000171862	39	3	AKT1
cl_74	ENSG00000121879 ENSG00000142208 ENSG00000171862	39	3	PTEN
cl_75	ENSG00000141510 ENSG00000142208 ENSG00000171862	38	3	TP53
cl_75	ENSG00000141510 ENSG00000142208 ENSG00000171862	38	3	AKT1
cl_75	ENSG00000141510 ENSG00000142208 ENSG00000171862	38	3	PTEN
cl_76	ENSG00000136997 ENSG00000141510 ENSG00000171791	38	3	MYC
cl_76	ENSG00000136997 ENSG00000141510 ENSG00000171791	38	3	TP53
cl_76	ENSG00000136997 ENSG00000141510 ENSG00000171791	38	3	BCL2
cl_77	ENSG00000026025 ENSG00000039068 ENSG00000100644	38	3	VIM
cl_77	ENSG00000026025 ENSG00000039068 ENSG00000100644	38	3	CDH1
cl_77	ENSG00000026025 ENSG00000039068 ENSG00000100644	38	3	HIF1A
cl_78	ENSG00000100030 ENSG00000142208 ENSG00000198793	37	3	MAPK1
cl_78	ENSG00000100030 ENSG00000142208 ENSG00000198793	37	3	AKT1
cl_78	ENSG00000100030 ENSG00000142208 ENSG00000198793	37	3	MTOR
cl_79	ENSG00000121879 ENSG00000133703 ENSG00000157764 ENSG00000213281	37	4	PIK3CA
cl_79	ENSG00000121879 ENSG00000133703 ENSG00000157764 ENSG00000213281	37	4	KRAS
cl_79	ENSG00000121879 ENSG00000133703 ENSG00000157764 ENSG00000213281	37	4	BRAF
cl_79	ENSG00000121879 ENSG00000133703 ENSG00000157764 ENSG00000213281	37	4	NRAS
cl_80	ENSG00000087088 ENSG00000135679 ENSG00000141510	37	3	BAX
cl_80	ENSG00000087088 ENSG00000135679 ENSG00000141510	37	3	MDM2
cl_80	ENSG00000087088 ENSG00000135679 ENSG00000141510	37	3	TP53
cl_81	ENSG00000087088 ENSG00000141510 ENSG00000143799	37	3	BAX
cl_81	ENSG00000087088 ENSG00000141510 ENSG00000143799	37	3	TP53
cl_81	ENSG00000087088 ENSG00000141510 ENSG00000143799	37	3	PARP1
cl_82	ENSG00000091831 ENSG00000142208 ENSG00000198793	37	3	ESR1
cl_82	ENSG00000091831 ENSG00000142208 ENSG00000198793	37	3	AKT1
cl_82	ENSG00000091831 ENSG00000142208 ENSG00000198793	37	3	MTOR
cl_83	ENSG00000142208 ENSG00000146648 ENSG00000171862	37	3	AKT1
cl_83	ENSG00000142208 ENSG00000146648 ENSG00000171862	37	3	EGFR
cl_83	ENSG00000142208 ENSG00000146648 ENSG00000171862	37	3	PTEN
cl_84	ENSG00000091831 ENSG00000141736 ENSG00000146648 ENSG00000148773	37	4	ESR1
cl_84	ENSG00000091831 ENSG00000141736 ENSG00000146648 ENSG00000148773	37	4	ERBB2
cl_84	ENSG00000091831 ENSG00000141736 ENSG00000146648 ENSG00000148773	37	4	EGFR
cl_84	ENSG00000091831 ENSG00000141736 ENSG00000146648 ENSG00000148773	37	4	MKI67
cl_85	ENSG00000105810 ENSG00000135446 ENSG00000147889	36	3	CDK6
cl_85	ENSG00000105810 ENSG00000135446 ENSG00000147889	36	3	CDK4
cl_85	ENSG00000105810 ENSG00000135446 ENSG00000147889	36	3	CDKN2A
cl_86	ENSG00000133703 ENSG00000146648 ENSG00000157764 ENSG00000213281	35	4	KRAS
cl_86	ENSG00000133703 ENSG00000146648 ENSG00000157764 ENSG00000213281	35	4	EGFR
cl_86	ENSG00000133703 ENSG00000146648 ENSG00000157764 ENSG00000213281	35	4	BRAF
cl_86	ENSG00000133703 ENSG00000146648 ENSG00000157764 ENSG00000213281	35	4	NRAS
cl_87	ENSG00000141736 ENSG00000142208 ENSG00000171862	34	3	ERBB2
cl_87	ENSG00000141736 ENSG00000142208 ENSG00000171862	34	3	AKT1
cl_87	ENSG00000141736 ENSG00000142208 ENSG00000171862	34	3	PTEN
cl_88	ENSG00000143799 ENSG00000171552 ENSG00000171791	33	3	PARP1
cl_88	ENSG00000143799 ENSG00000171552 ENSG00000171791	33	3	BCL2L1
cl_88	ENSG00000143799 ENSG00000171552 ENSG00000171791	33	3	BCL2
cl_89	ENSG00000100030 ENSG00000138798 ENSG00000146648	33	3	MAPK1
cl_89	ENSG00000100030 ENSG00000138798 ENSG00000146648	33	3	EGF
cl_89	ENSG00000100030 ENSG00000138798 ENSG00000146648	33	3	EGFR
cl_90	ENSG00000121879 ENSG00000133703 ENSG00000146648 ENSG00000157764 ENSG00000213281	33	5	PIK3CA
cl_90	ENSG00000121879 ENSG00000133703 ENSG00000146648 ENSG00000157764 ENSG00000213281	33	5	KRAS
cl_90	ENSG00000121879 ENSG00000133703 ENSG00000146648 ENSG00000157764 ENSG00000213281	33	5	EGFR
cl_90	ENSG00000121879 ENSG00000133703 ENSG00000146648 ENSG00000157764 ENSG00000213281	33	5	BRAF
cl_90	ENSG00000121879 ENSG00000133703 ENSG00000146648 ENSG00000157764 ENSG00000213281	33	5	NRAS
cl_91	ENSG00000087088 ENSG00000148773 ENSG00000171791	33	3	BAX
cl_91	ENSG00000087088 ENSG00000148773 ENSG00000171791	33	3	MKI67
cl_91	ENSG00000087088 ENSG00000148773 ENSG00000171791	33	3	BCL2
cl_92	ENSG00000039068 ENSG00000082701 ENSG00000168036	32	3	CDH1
cl_92	ENSG00000039068 ENSG00000082701 ENSG00000168036	32	3	GSK3B
cl_92	ENSG00000039068 ENSG00000082701 ENSG00000168036	32	3	CTNNB1
cl_93	ENSG00000087088 ENSG00000107643 ENSG00000143799 ENSG00000171791	31	4	BAX
cl_93	ENSG00000087088 ENSG00000107643 ENSG00000143799 ENSG00000171791	31	4	MAPK8
cl_93	ENSG00000087088 ENSG00000107643 ENSG00000143799 ENSG00000171791	31	4	PARP1
cl_93	ENSG00000087088 ENSG00000107643 ENSG00000143799 ENSG00000171791	31	4	BCL2
cl_94	ENSG00000091831 ENSG00000139618 ENSG00000141736	31	3	ESR1
cl_94	ENSG00000091831 ENSG00000139618 ENSG00000141736	31	3	BRCA2
cl_94	ENSG00000091831 ENSG00000139618 ENSG00000141736	31	3	ERBB2
cl_95	ENSG00000087088 ENSG00000091831 ENSG00000171791	31	3	BAX
cl_95	ENSG00000087088 ENSG00000091831 ENSG00000171791	31	3	ESR1
cl_95	ENSG00000087088 ENSG00000091831 ENSG00000171791	31	3	BCL2
cl_96	ENSG00000091831 ENSG00000135679 ENSG00000141510	30	3	ESR1
cl_96	ENSG00000091831 ENSG00000135679 ENSG00000141510	30	3	MDM2
cl_96	ENSG00000091831 ENSG00000135679 ENSG00000141510	30	3	TP53
cl_97	ENSG00000087088 ENSG00000124762 ENSG00000141510 ENSG00000171791	29	4	BAX
cl_97	ENSG00000087088 ENSG00000124762 ENSG00000141510 ENSG00000171791	29	4	CDKN1A
cl_97	ENSG00000087088 ENSG00000124762 ENSG00000141510 ENSG00000171791	29	4	TP53
cl_97	ENSG00000087088 ENSG00000124762 ENSG00000141510 ENSG00000171791	29	4	BCL2
cl_98	ENSG00000111276 ENSG00000124762 ENSG00000141510	29	3	CDKN1B
cl_98	ENSG00000111276 ENSG00000124762 ENSG00000141510	29	3	CDKN1A
cl_98	ENSG00000111276 ENSG00000124762 ENSG00000141510	29	3	TP53
cl_99	ENSG00000082701 ENSG00000110092 ENSG00000168036	29	3	GSK3B
cl_99	ENSG00000082701 ENSG00000110092 ENSG00000168036	29	3	CCND1
cl_99	ENSG00000082701 ENSG00000110092 ENSG00000168036	29	3	CTNNB1
cl_100	ENSG00000135679 ENSG00000141510 ENSG00000142208	29	3	MDM2
cl_100	ENSG00000135679 ENSG00000141510 ENSG00000142208	29	3	TP53
cl_100	ENSG00000135679 ENSG00000141510 ENSG00000142208	29	3	AKT1
cl_101	ENSG00000142208 ENSG00000143799 ENSG00000198793	29	3	AKT1
cl_101	ENSG00000142208 ENSG00000143799 ENSG00000198793	29	3	PARP1
cl_101	ENSG00000142208 ENSG00000143799 ENSG00000198793	29	3	MTOR
cl_102	ENSG00000100030 ENSG00000142208 ENSG00000168610	29	3	MAPK1
cl_102	ENSG00000100030 ENSG00000142208 ENSG00000168610	29	3	AKT1
cl_102	ENSG00000100030 ENSG00000142208 ENSG00000168610	29	3	STAT3
cl_103	ENSG00000091831 ENSG00000141510 ENSG00000171791	28	3	ESR1
cl_103	ENSG00000091831 ENSG00000141510 ENSG00000171791	28	3	TP53
cl_103	ENSG00000091831 ENSG00000141510 ENSG00000171791	28	3	BCL2
cl_104	ENSG00000142208 ENSG00000168036 ENSG00000198793	28	3	AKT1
cl_104	ENSG00000142208 ENSG00000168036 ENSG00000198793	28	3	CTNNB1
cl_104	ENSG00000142208 ENSG00000168036 ENSG00000198793	28	3	MTOR
cl_105	ENSG00000026025 ENSG00000039068 ENSG00000146648	28	3	VIM
cl_105	ENSG00000026025 ENSG00000039068 ENSG00000146648	28	3	CDH1
cl_105	ENSG00000026025 ENSG00000039068 ENSG00000146648	28	3	EGFR
cl_106	ENSG00000141510 ENSG00000146648 ENSG00000148773	28	3	TP53
cl_106	ENSG00000141510 ENSG00000146648 ENSG00000148773	28	3	EGFR
cl_106	ENSG00000141510 ENSG00000146648 ENSG00000148773	28	3	MKI67
cl_107	ENSG00000133703 ENSG00000141510 ENSG00000147889	28	3	KRAS
cl_107	ENSG00000133703 ENSG00000141510 ENSG00000147889	28	3	TP53
cl_107	ENSG00000133703 ENSG00000141510 ENSG00000147889	28	3	CDKN2A
cl_108	ENSG00000089685 ENSG00000141510 ENSG00000171791	28	3	BIRC5
cl_108	ENSG00000089685 ENSG00000141510 ENSG00000171791	28	3	TP53
cl_108	ENSG00000089685 ENSG00000141510 ENSG00000171791	28	3	BCL2
cl_109	ENSG00000120217 ENSG00000146648 ENSG00000188389	28	3	CD274
cl_109	ENSG00000120217 ENSG00000146648 ENSG00000188389	28	3	EGFR
cl_109	ENSG00000120217 ENSG00000146648 ENSG00000188389	28	3	PDCD1
cl_110	ENSG00000151247 ENSG00000187840 ENSG00000198793	27	3	EIF4E
cl_110	ENSG00000151247 ENSG00000187840 ENSG00000198793	27	3	EIF4EBP1
cl_110	ENSG00000151247 ENSG00000187840 ENSG00000198793	27	3	MTOR
cl_111	ENSG00000142208 ENSG00000168610 ENSG00000198793	27	3	AKT1
