cluster	ensembl_gene_id	counts	genes_num	genes_names
cl_1751	ENSG00000073756 ENSG00000087088 ENSG00000125538 ENSG00000171791	3	4	BCL2
cl_1752	ENSG00000100644 ENSG00000142208 ENSG00000143799	3	3	HIF1A
cl_1752	ENSG00000100644 ENSG00000142208 ENSG00000143799	3	3	AKT1
cl_1752	ENSG00000100644 ENSG00000142208 ENSG00000143799	3	3	PARP1
cl_1753	ENSG00000124762 ENSG00000135446 ENSG00000139687	3	3	CDKN1A
cl_1753	ENSG00000124762 ENSG00000135446 ENSG00000139687	3	3	CDK4
cl_1753	ENSG00000124762 ENSG00000135446 ENSG00000139687	3	3	RB1
cl_1754	ENSG00000096717 ENSG00000110092 ENSG00000168036	3	3	SIRT1
cl_1754	ENSG00000096717 ENSG00000110092 ENSG00000168036	3	3	CCND1
cl_1754	ENSG00000096717 ENSG00000110092 ENSG00000168036	3	3	CTNNB1
cl_1755	ENSG00000132155 ENSG00000154229 ENSG00000171791 ENSG00000174775	3	4	RAF1
cl_1755	ENSG00000132155 ENSG00000154229 ENSG00000171791 ENSG00000174775	3	4	PRKCA
cl_1755	ENSG00000132155 ENSG00000154229 ENSG00000171791 ENSG00000174775	3	4	BCL2
cl_1755	ENSG00000132155 ENSG00000154229 ENSG00000171791 ENSG00000174775	3	4	HRAS
cl_1756	ENSG00000100644 ENSG00000142208 ENSG00000146648 ENSG00000171862 ENSG00000198793	3	5	HIF1A
cl_1756	ENSG00000100644 ENSG00000142208 ENSG00000146648 ENSG00000171862 ENSG00000198793	3	5	AKT1
cl_1756	ENSG00000100644 ENSG00000142208 ENSG00000146648 ENSG00000171862 ENSG00000198793	3	5	EGFR
cl_1756	ENSG00000100644 ENSG00000142208 ENSG00000146648 ENSG00000171862 ENSG00000198793	3	5	PTEN
cl_1756	ENSG00000100644 ENSG00000142208 ENSG00000146648 ENSG00000171862 ENSG00000198793	3	5	MTOR
cl_1757	ENSG00000089685 ENSG00000101966 ENSG00000171791	3	3	BIRC5
cl_1757	ENSG00000089685 ENSG00000101966 ENSG00000171791	3	3	XIAP
cl_1757	ENSG00000089685 ENSG00000101966 ENSG00000171791	3	3	BCL2
cl_1758	ENSG00000087088 ENSG00000089685 ENSG00000142208 ENSG00000171791	3	4	BAX
cl_1758	ENSG00000087088 ENSG00000089685 ENSG00000142208 ENSG00000171791	3	4	BIRC5
cl_1758	ENSG00000087088 ENSG00000089685 ENSG00000142208 ENSG00000171791	3	4	AKT1
cl_1758	ENSG00000087088 ENSG00000089685 ENSG00000142208 ENSG00000171791	3	4	BCL2
cl_1759	ENSG00000100030 ENSG00000125538 ENSG00000168610	3	3	MAPK1
cl_1759	ENSG00000100030 ENSG00000125538 ENSG00000168610	3	3	IL1B
cl_1759	ENSG00000100030 ENSG00000125538 ENSG00000168610	3	3	STAT3
cl_1760	ENSG00000026025 ENSG00000039068 ENSG00000125538	3	3	VIM
cl_1760	ENSG00000026025 ENSG00000039068 ENSG00000125538	3	3	CDH1
cl_1760	ENSG00000026025 ENSG00000039068 ENSG00000125538	3	3	IL1B
cl_1761	ENSG00000091831 ENSG00000136997 ENSG00000163235	3	3	ESR1
cl_1761	ENSG00000091831 ENSG00000136997 ENSG00000163235	3	3	MYC
cl_1761	ENSG00000091831 ENSG00000136997 ENSG00000163235	3	3	TGFA
cl_1762	ENSG00000107643 ENSG00000171791 ENSG00000198793	3	3	MAPK8
cl_1762	ENSG00000107643 ENSG00000171791 ENSG00000198793	3	3	BCL2
cl_1762	ENSG00000107643 ENSG00000171791 ENSG00000198793	3	3	MTOR
cl_1763	ENSG00000142208 ENSG00000143799 ENSG00000168610 ENSG00000198793	3	4	AKT1
cl_1763	ENSG00000142208 ENSG00000143799 ENSG00000168610 ENSG00000198793	3	4	PARP1
cl_1763	ENSG00000142208 ENSG00000143799 ENSG00000168610 ENSG00000198793	3	4	STAT3
cl_1763	ENSG00000142208 ENSG00000143799 ENSG00000168610 ENSG00000198793	3	4	MTOR
cl_1764	ENSG00000133703 ENSG00000143384 ENSG00000171552 ENSG00000171791	3	4	KRAS
cl_1764	ENSG00000133703 ENSG00000143384 ENSG00000171552 ENSG00000171791	3	4	MCL1
cl_1764	ENSG00000133703 ENSG00000143384 ENSG00000171552 ENSG00000171791	3	4	BCL2L1
cl_1764	ENSG00000133703 ENSG00000143384 ENSG00000171552 ENSG00000171791	3	4	BCL2
cl_1765	ENSG00000100030 ENSG00000142208 ENSG00000146648 ENSG00000171862	3	4	MAPK1
cl_1765	ENSG00000100030 ENSG00000142208 ENSG00000146648 ENSG00000171862	3	4	AKT1
cl_1765	ENSG00000100030 ENSG00000142208 ENSG00000146648 ENSG00000171862	3	4	EGFR
cl_1765	ENSG00000100030 ENSG00000142208 ENSG00000146648 ENSG00000171862	3	4	PTEN
cl_1766	ENSG00000142208 ENSG00000143384 ENSG00000168610 ENSG00000171791	3	4	AKT1
cl_1766	ENSG00000142208 ENSG00000143384 ENSG00000168610 ENSG00000171791	3	4	MCL1
cl_1766	ENSG00000142208 ENSG00000143384 ENSG00000168610 ENSG00000171791	3	4	STAT3
cl_1766	ENSG00000142208 ENSG00000143384 ENSG00000168610 ENSG00000171791	3	4	BCL2
cl_1767	ENSG00000087088 ENSG00000124762 ENSG00000141510 ENSG00000148773 ENSG00000171791	3	5	BAX
cl_1767	ENSG00000087088 ENSG00000124762 ENSG00000141510 ENSG00000148773 ENSG00000171791	3	5	CDKN1A
cl_1767	ENSG00000087088 ENSG00000124762 ENSG00000141510 ENSG00000148773 ENSG00000171791	3	5	TP53
cl_1767	ENSG00000087088 ENSG00000124762 ENSG00000141510 ENSG00000148773 ENSG00000171791	3	5	MKI67
cl_1767	ENSG00000087088 ENSG00000124762 ENSG00000141510 ENSG00000148773 ENSG00000171791	3	5	BCL2
cl_1768	ENSG00000091831 ENSG00000126934 ENSG00000142208	3	3	ESR1
cl_1768	ENSG00000091831 ENSG00000126934 ENSG00000142208	3	3	MAP2K2
cl_1768	ENSG00000091831 ENSG00000126934 ENSG00000142208	3	3	AKT1
cl_1769	ENSG00000142208 ENSG00000143384 ENSG00000171552 ENSG00000171791 ENSG00000198793	3	5	AKT1
cl_1769	ENSG00000142208 ENSG00000143384 ENSG00000171552 ENSG00000171791 ENSG00000198793	3	5	MCL1
cl_1769	ENSG00000142208 ENSG00000143384 ENSG00000171552 ENSG00000171791 ENSG00000198793	3	5	BCL2L1
cl_1769	ENSG00000142208 ENSG00000143384 ENSG00000171552 ENSG00000171791 ENSG00000198793	3	5	BCL2
cl_1769	ENSG00000142208 ENSG00000143384 ENSG00000171552 ENSG00000171791 ENSG00000198793	3	5	MTOR
cl_1770	ENSG00000082701 ENSG00000087088 ENSG00000168036 ENSG00000171791	3	4	GSK3B
cl_1770	ENSG00000082701 ENSG00000087088 ENSG00000168036 ENSG00000171791	3	4	BAX
cl_1770	ENSG00000082701 ENSG00000087088 ENSG00000168036 ENSG00000171791	3	4	CTNNB1
cl_1770	ENSG00000082701 ENSG00000087088 ENSG00000168036 ENSG00000171791	3	4	BCL2
cl_1771	ENSG00000087088 ENSG00000124762 ENSG00000141510 ENSG00000143799	3	4	BAX
cl_1771	ENSG00000087088 ENSG00000124762 ENSG00000141510 ENSG00000143799	3	4	CDKN1A
cl_1771	ENSG00000087088 ENSG00000124762 ENSG00000141510 ENSG00000143799	3	4	TP53
cl_1771	ENSG00000087088 ENSG00000124762 ENSG00000141510 ENSG00000143799	3	4	PARP1
cl_1772	ENSG00000017427 ENSG00000089685 ENSG00000142208	3	3	IGF1
cl_1772	ENSG00000017427 ENSG00000089685 ENSG00000142208	3	3	BIRC5
cl_1772	ENSG00000017427 ENSG00000089685 ENSG00000142208	3	3	AKT1
cl_1773	ENSG00000099250 ENSG00000100644 ENSG00000128052	3	3	NRP1
cl_1773	ENSG00000099250 ENSG00000100644 ENSG00000128052	3	3	HIF1A
cl_1773	ENSG00000099250 ENSG00000100644 ENSG00000128052	3	3	KDR
cl_1774	ENSG00000110092 ENSG00000139618 ENSG00000141510 ENSG00000141736	3	4	CCND1
cl_1774	ENSG00000110092 ENSG00000139618 ENSG00000141510 ENSG00000141736	3	4	BRCA2
cl_1774	ENSG00000110092 ENSG00000139618 ENSG00000141510 ENSG00000141736	3	4	TP53
cl_1774	ENSG00000110092 ENSG00000139618 ENSG00000141510 ENSG00000141736	3	4	ERBB2
cl_1775	ENSG00000091831 ENSG00000112715 ENSG00000141736	3	3	ESR1
cl_1775	ENSG00000091831 ENSG00000112715 ENSG00000141736	3	3	VEGFA
cl_1775	ENSG00000091831 ENSG00000112715 ENSG00000141736	3	3	ERBB2
cl_1776	ENSG00000133703 ENSG00000141510 ENSG00000148400	3	3	KRAS
cl_1776	ENSG00000133703 ENSG00000141510 ENSG00000148400	3	3	TP53
cl_1776	ENSG00000133703 ENSG00000141510 ENSG00000148400	3	3	NOTCH1
cl_1777	ENSG00000087088 ENSG00000124762 ENSG00000135679 ENSG00000171791	3	4	BAX
cl_1777	ENSG00000087088 ENSG00000124762 ENSG00000135679 ENSG00000171791	3	4	CDKN1A
cl_1777	ENSG00000087088 ENSG00000124762 ENSG00000135679 ENSG00000171791	3	4	MDM2
cl_1777	ENSG00000087088 ENSG00000124762 ENSG00000135679 ENSG00000171791	3	4	BCL2
cl_1778	ENSG00000110092 ENSG00000124762 ENSG00000134323	3	3	CCND1
cl_1778	ENSG00000110092 ENSG00000124762 ENSG00000134323	3	3	CDKN1A
cl_1778	ENSG00000110092 ENSG00000124762 ENSG00000134323	3	3	MYCN
cl_1779	ENSG00000097007 ENSG00000179295 ENSG00000197122	3	3	ABL1
cl_1779	ENSG00000097007 ENSG00000179295 ENSG00000197122	3	3	PTPN11
cl_1779	ENSG00000097007 ENSG00000179295 ENSG00000197122	3	3	SRC
cl_1780	ENSG00000087088 ENSG00000124762 ENSG00000143799	3	3	BAX
cl_1780	ENSG00000087088 ENSG00000124762 ENSG00000143799	3	3	CDKN1A
cl_1780	ENSG00000087088 ENSG00000124762 ENSG00000143799	3	3	PARP1
cl_1781	ENSG00000118777 ENSG00000141736 ENSG00000142208	3	3	ABCG2
cl_1781	ENSG00000118777 ENSG00000141736 ENSG00000142208	3	3	ERBB2
cl_1781	ENSG00000118777 ENSG00000141736 ENSG00000142208	3	3	AKT1
cl_1782	ENSG00000091831 ENSG00000105810 ENSG00000135446 ENSG00000139687 ENSG00000141736	3	5	ESR1
cl_1782	ENSG00000091831 ENSG00000105810 ENSG00000135446 ENSG00000139687 ENSG00000141736	3	5	CDK6
cl_1782	ENSG00000091831 ENSG00000105810 ENSG00000135446 ENSG00000139687 ENSG00000141736	3	5	CDK4
cl_1782	ENSG00000091831 ENSG00000105810 ENSG00000135446 ENSG00000139687 ENSG00000141736	3	5	RB1
cl_1782	ENSG00000091831 ENSG00000105810 ENSG00000135446 ENSG00000139687 ENSG00000141736	3	5	ERBB2
cl_1783	ENSG00000017427 ENSG00000091831 ENSG00000140443 ENSG00000141736	3	4	IGF1
cl_1783	ENSG00000017427 ENSG00000091831 ENSG00000140443 ENSG00000141736	3	4	ESR1
cl_1783	ENSG00000017427 ENSG00000091831 ENSG00000140443 ENSG00000141736	3	4	IGF1R
cl_1783	ENSG00000017427 ENSG00000091831 ENSG00000140443 ENSG00000141736	3	4	ERBB2
cl_1784	ENSG00000087088 ENSG00000128052 ENSG00000171791	3	3	BAX
cl_1784	ENSG00000087088 ENSG00000128052 ENSG00000171791	3	3	KDR
cl_1784	ENSG00000087088 ENSG00000128052 ENSG00000171791	3	3	BCL2
cl_1785	ENSG00000087088 ENSG00000128052 ENSG00000141510 ENSG00000171791	3	4	BAX
cl_1785	ENSG00000087088 ENSG00000128052 ENSG00000141510 ENSG00000171791	3	4	KDR
cl_1785	ENSG00000087088 ENSG00000128052 ENSG00000141510 ENSG00000171791	3	4	TP53
cl_1785	ENSG00000087088 ENSG00000128052 ENSG00000141510 ENSG00000171791	3	4	BCL2
cl_1786	ENSG00000091831 ENSG00000105810 ENSG00000135446 ENSG00000139687	3	4	ESR1
cl_1786	ENSG00000091831 ENSG00000105810 ENSG00000135446 ENSG00000139687	3	4	CDK6
cl_1786	ENSG00000091831 ENSG00000105810 ENSG00000135446 ENSG00000139687	3	4	CDK4
cl_1786	ENSG00000091831 ENSG00000105810 ENSG00000135446 ENSG00000139687	3	4	RB1
cl_1787	ENSG00000087088 ENSG00000125538 ENSG00000171552 ENSG00000171791	3	4	BAX
cl_1787	ENSG00000087088 ENSG00000125538 ENSG00000171552 ENSG00000171791	3	4	IL1B
cl_1787	ENSG00000087088 ENSG00000125538 ENSG00000171552 ENSG00000171791	3	4	BCL2L1
cl_1787	ENSG00000087088 ENSG00000125538 ENSG00000171552 ENSG00000171791	3	4	BCL2
cl_1788	ENSG00000085563 ENSG00000141510 ENSG00000141736	3	3	ABCB1
cl_1788	ENSG00000085563 ENSG00000141510 ENSG00000141736	3	3	TP53
cl_1788	ENSG00000085563 ENSG00000141510 ENSG00000141736	3	3	ERBB2
cl_1789	ENSG00000141736 ENSG00000171862 ENSG00000197122	3	3	ERBB2
cl_1789	ENSG00000141736 ENSG00000171862 ENSG00000197122	3	3	PTEN
cl_1789	ENSG00000141736 ENSG00000171862 ENSG00000197122	3	3	SRC
cl_1790	ENSG00000097007 ENSG00000171552 ENSG00000171791	3	3	ABL1
cl_1790	ENSG00000097007 ENSG00000171552 ENSG00000171791	3	3	BCL2L1
cl_1790	ENSG00000097007 ENSG00000171552 ENSG00000171791	3	3	BCL2
cl_1791	ENSG00000141736 ENSG00000171862 ENSG00000198793	3	3	ERBB2
cl_1791	ENSG00000141736 ENSG00000171862 ENSG00000198793	3	3	PTEN
cl_1791	ENSG00000141736 ENSG00000171862 ENSG00000198793	3	3	MTOR
cl_1792	ENSG00000100030 ENSG00000142208 ENSG00000154229	3	3	MAPK1
cl_1792	ENSG00000100030 ENSG00000142208 ENSG00000154229	3	3	AKT1
cl_1792	ENSG00000100030 ENSG00000142208 ENSG00000154229	3	3	PRKCA
cl_1793	ENSG00000118777 ENSG00000142208 ENSG00000171862	3	3	ABCG2
cl_1793	ENSG00000118777 ENSG00000142208 ENSG00000171862	3	3	AKT1
cl_1793	ENSG00000118777 ENSG00000142208 ENSG00000171862	3	3	PTEN
cl_1794	ENSG00000097007 ENSG00000157404 ENSG00000197122	3	3	ABL1
cl_1794	ENSG00000097007 ENSG00000157404 ENSG00000197122	3	3	KIT
cl_1794	ENSG00000097007 ENSG00000157404 ENSG00000197122	3	3	SRC
cl_1795	ENSG00000039068 ENSG00000148516 ENSG00000171791	3	3	CDH1
cl_1795	ENSG00000039068 ENSG00000148516 ENSG00000171791	3	3	ZEB1
cl_1795	ENSG00000039068 ENSG00000148516 ENSG00000171791	3	3	BCL2
cl_1796	ENSG00000142208 ENSG00000142627 ENSG00000197122	3	3	AKT1
cl_1796	ENSG00000142208 ENSG00000142627 ENSG00000197122	3	3	EPHA2
cl_1796	ENSG00000142208 ENSG00000142627 ENSG00000197122	3	3	SRC
cl_1797	ENSG00000087088 ENSG00000124762 ENSG00000135679 ENSG00000141510 ENSG00000171791	3	5	BAX
cl_1797	ENSG00000087088 ENSG00000124762 ENSG00000135679 ENSG00000141510 ENSG00000171791	3	5	CDKN1A
cl_1797	ENSG00000087088 ENSG00000124762 ENSG00000135679 ENSG00000141510 ENSG00000171791	3	5	MDM2
cl_1797	ENSG00000087088 ENSG00000124762 ENSG00000135679 ENSG00000141510 ENSG00000171791	3	5	TP53
cl_1797	ENSG00000087088 ENSG00000124762 ENSG00000135679 ENSG00000141510 ENSG00000171791	3	5	BCL2
cl_1798	ENSG00000146648 ENSG00000171862 ENSG00000198793	3	3	EGFR
cl_1798	ENSG00000146648 ENSG00000171862 ENSG00000198793	3	3	PTEN
cl_1798	ENSG00000146648 ENSG00000171862 ENSG00000198793	3	3	MTOR
cl_1799	ENSG00000039068 ENSG00000135679 ENSG00000136997 ENSG00000141510	3	4	CDH1
cl_1799	ENSG00000039068 ENSG00000135679 ENSG00000136997 ENSG00000141510	3	4	MDM2
cl_1799	ENSG00000039068 ENSG00000135679 ENSG00000136997 ENSG00000141510	3	4	MYC
cl_1799	ENSG00000039068 ENSG00000135679 ENSG00000136997 ENSG00000141510	3	4	TP53
cl_1800	ENSG00000117632 ENSG00000141510 ENSG00000148773	3	3	STMN1
cl_1800	ENSG00000117632 ENSG00000141510 ENSG00000148773	3	3	TP53
cl_1800	ENSG00000117632 ENSG00000141510 ENSG00000148773	3	3	MKI67
cl_1801	ENSG00000142208 ENSG00000146648 ENSG00000151694	3	3	AKT1
cl_1801	ENSG00000142208 ENSG00000146648 ENSG00000151694	3	3	EGFR
cl_1801	ENSG00000142208 ENSG00000146648 ENSG00000151694	3	3	ADAM17
cl_1802	ENSG00000087088 ENSG00000118785 ENSG00000171791	3	3	BAX
cl_1802	ENSG00000087088 ENSG00000118785 ENSG00000171791	3	3	SPP1
cl_1802	ENSG00000087088 ENSG00000118785 ENSG00000171791	3	3	BCL2
cl_1803	ENSG00000100030 ENSG00000100644 ENSG00000107643	3	3	MAPK1
cl_1803	ENSG00000100030 ENSG00000100644 ENSG00000107643	3	3	HIF1A
cl_1803	ENSG00000100030 ENSG00000100644 ENSG00000107643	3	3	MAPK8
cl_1804	ENSG00000115415 ENSG00000162434 ENSG00000168610	3	3	STAT1
cl_1804	ENSG00000115415 ENSG00000162434 ENSG00000168610	3	3	JAK1
cl_1804	ENSG00000115415 ENSG00000162434 ENSG00000168610	3	3	STAT3
cl_1805	ENSG00000105221 ENSG00000121879 ENSG00000142208 ENSG00000171862	3	4	AKT2
cl_1805	ENSG00000105221 ENSG00000121879 ENSG00000142208 ENSG00000171862	3	4	PIK3CA
cl_1805	ENSG00000105221 ENSG00000121879 ENSG00000142208 ENSG00000171862	3	4	AKT1
cl_1805	ENSG00000105221 ENSG00000121879 ENSG00000142208 ENSG00000171862	3	4	PTEN
cl_1806	ENSG00000115415 ENSG00000146648 ENSG00000168610	3	3	STAT1
cl_1806	ENSG00000115415 ENSG00000146648 ENSG00000168610	3	3	EGFR
cl_1806	ENSG00000115415 ENSG00000146648 ENSG00000168610	3	3	STAT3
cl_1807	ENSG00000105221 ENSG00000121879 ENSG00000142208 ENSG00000171862 ENSG00000198793	3	5	AKT2
cl_1807	ENSG00000105221 ENSG00000121879 ENSG00000142208 ENSG00000171862 ENSG00000198793	3	5	PIK3CA
cl_1807	ENSG00000105221 ENSG00000121879 ENSG00000142208 ENSG00000171862 ENSG00000198793	3	5	AKT1
cl_1807	ENSG00000105221 ENSG00000121879 ENSG00000142208 ENSG00000171862 ENSG00000198793	3	5	PTEN
cl_1807	ENSG00000105221 ENSG00000121879 ENSG00000142208 ENSG00000171862 ENSG00000198793	3	5	MTOR
cl_1808	ENSG00000100030 ENSG00000100644 ENSG00000112715	3	3	MAPK1
cl_1808	ENSG00000100030 ENSG00000100644 ENSG00000112715	3	3	HIF1A
cl_1808	ENSG00000100030 ENSG00000100644 ENSG00000112715	3	3	VEGFA
cl_1809	ENSG00000105810 ENSG00000135446 ENSG00000136997 ENSG00000147889	3	4	CDK6
cl_1809	ENSG00000105810 ENSG00000135446 ENSG00000136997 ENSG00000147889	3	4	CDK4
cl_1809	ENSG00000105810 ENSG00000135446 ENSG00000136997 ENSG00000147889	3	4	MYC
cl_1809	ENSG00000105810 ENSG00000135446 ENSG00000136997 ENSG00000147889	3	4	CDKN2A
cl_1810	ENSG00000133703 ENSG00000141510 ENSG00000157764 ENSG00000170430	3	4	KRAS
cl_1810	ENSG00000133703 ENSG00000141510 ENSG00000157764 ENSG00000170430	3	4	TP53
cl_1810	ENSG00000133703 ENSG00000141510 ENSG00000157764 ENSG00000170430	3	4	BRAF
cl_1810	ENSG00000133703 ENSG00000141510 ENSG00000157764 ENSG00000170430	3	4	MGMT
cl_1811	ENSG00000142208 ENSG00000146648 ENSG00000168036 ENSG00000198793	3	4	AKT1
cl_1811	ENSG00000142208 ENSG00000146648 ENSG00000168036 ENSG00000198793	3	4	EGFR
cl_1811	ENSG00000142208 ENSG00000146648 ENSG00000168036 ENSG00000198793	3	4	CTNNB1
cl_1811	ENSG00000142208 ENSG00000146648 ENSG00000168036 ENSG00000198793	3	4	MTOR
cl_1812	ENSG00000110092 ENSG00000124762 ENSG00000171791	3	3	CCND1
cl_1812	ENSG00000110092 ENSG00000124762 ENSG00000171791	3	3	CDKN1A
cl_1812	ENSG00000110092 ENSG00000124762 ENSG00000171791	3	3	BCL2
cl_1813	ENSG00000142208 ENSG00000146648 ENSG00000171552	3	3	AKT1
cl_1813	ENSG00000142208 ENSG00000146648 ENSG00000171552	3	3	EGFR
cl_1813	ENSG00000142208 ENSG00000146648 ENSG00000171552	3	3	BCL2L1
cl_1814	ENSG00000082701 ENSG00000100644 ENSG00000168036 ENSG00000198793	3	4	GSK3B
cl_1814	ENSG00000082701 ENSG00000100644 ENSG00000168036 ENSG00000198793	3	4	HIF1A
cl_1814	ENSG00000082701 ENSG00000100644 ENSG00000168036 ENSG00000198793	3	4	CTNNB1
cl_1814	ENSG00000082701 ENSG00000100644 ENSG00000168036 ENSG00000198793	3	4	MTOR
cl_1815	ENSG00000087088 ENSG00000113161 ENSG00000171791	3	3	BAX
cl_1815	ENSG00000087088 ENSG00000113161 ENSG00000171791	3	3	HMGCR
cl_1815	ENSG00000087088 ENSG00000113161 ENSG00000171791	3	3	BCL2
cl_1816	ENSG00000091831 ENSG00000105810 ENSG00000135446 ENSG00000142208 ENSG00000198793	3	5	ESR1
cl_1816	ENSG00000091831 ENSG00000105810 ENSG00000135446 ENSG00000142208 ENSG00000198793	3	5	CDK6
cl_1816	ENSG00000091831 ENSG00000105810 ENSG00000135446 ENSG00000142208 ENSG00000198793	3	5	CDK4
cl_1816	ENSG00000091831 ENSG00000105810 ENSG00000135446 ENSG00000142208 ENSG00000198793	3	5	AKT1
cl_1816	ENSG00000091831 ENSG00000105810 ENSG00000135446 ENSG00000142208 ENSG00000198793	3	5	MTOR
cl_1817	ENSG00000039068 ENSG00000146648 ENSG00000148773	3	3	CDH1
cl_1817	ENSG00000039068 ENSG00000146648 ENSG00000148773	3	3	EGFR
cl_1817	ENSG00000039068 ENSG00000146648 ENSG00000148773	3	3	MKI67
cl_1818	ENSG00000142208 ENSG00000146648 ENSG00000150093 ENSG00000197122	3	4	AKT1
cl_1818	ENSG00000142208 ENSG00000146648 ENSG00000150093 ENSG00000197122	3	4	EGFR
cl_1818	ENSG00000142208 ENSG00000146648 ENSG00000150093 ENSG00000197122	3	4	ITGB1
cl_1818	ENSG00000142208 ENSG00000146648 ENSG00000150093 ENSG00000197122	3	4	SRC
cl_1819	ENSG00000142208 ENSG00000145675 ENSG00000171862	3	3	AKT1
cl_1819	ENSG00000142208 ENSG00000145675 ENSG00000171862	3	3	PIK3R1
cl_1819	ENSG00000142208 ENSG00000145675 ENSG00000171862	3	3	PTEN
cl_1820	ENSG00000111276 ENSG00000124762 ENSG00000148773	3	3	CDKN1B
cl_1820	ENSG00000111276 ENSG00000124762 ENSG00000148773	3	3	CDKN1A
cl_1820	ENSG00000111276 ENSG00000124762 ENSG00000148773	3	3	MKI67
cl_1821	ENSG00000099250 ENSG00000128052 ENSG00000142208	3	3	NRP1
cl_1821	ENSG00000099250 ENSG00000128052 ENSG00000142208	3	3	KDR
cl_1821	ENSG00000099250 ENSG00000128052 ENSG00000142208	3	3	AKT1
cl_1822	ENSG00000111276 ENSG00000124762 ENSG00000150093	3	3	CDKN1B
cl_1822	ENSG00000111276 ENSG00000124762 ENSG00000150093	3	3	CDKN1A
cl_1822	ENSG00000111276 ENSG00000124762 ENSG00000150093	3	3	ITGB1
cl_1823	ENSG00000142208 ENSG00000143799 ENSG00000171862 ENSG00000198793	3	4	AKT1
cl_1823	ENSG00000142208 ENSG00000143799 ENSG00000171862 ENSG00000198793	3	4	PARP1
cl_1823	ENSG00000142208 ENSG00000143799 ENSG00000171862 ENSG00000198793	3	4	PTEN
cl_1823	ENSG00000142208 ENSG00000143799 ENSG00000171862 ENSG00000198793	3	4	MTOR
cl_1824	ENSG00000105810 ENSG00000111276 ENSG00000135446	3	3	CDK6
cl_1824	ENSG00000105810 ENSG00000111276 ENSG00000135446	3	3	CDKN1B
cl_1824	ENSG00000105810 ENSG00000111276 ENSG00000135446	3	3	CDK4
cl_1825	ENSG00000110092 ENSG00000124762 ENSG00000135446 ENSG00000171791	3	4	CCND1
cl_1825	ENSG00000110092 ENSG00000124762 ENSG00000135446 ENSG00000171791	3	4	CDKN1A
cl_1825	ENSG00000110092 ENSG00000124762 ENSG00000135446 ENSG00000171791	3	4	CDK4
cl_1825	ENSG00000110092 ENSG00000124762 ENSG00000135446 ENSG00000171791	3	4	BCL2
cl_1826	ENSG00000100030 ENSG00000142208 ENSG00000143799 ENSG00000146648	3	4	MAPK1
cl_1826	ENSG00000100030 ENSG00000142208 ENSG00000143799 ENSG00000146648	3	4	AKT1
cl_1826	ENSG00000100030 ENSG00000142208 ENSG00000143799 ENSG00000146648	3	4	PARP1
cl_1826	ENSG00000100030 ENSG00000142208 ENSG00000143799 ENSG00000146648	3	4	EGFR
cl_1827	ENSG00000017427 ENSG00000082701 ENSG00000140443 ENSG00000142208	3	4	IGF1
cl_1827	ENSG00000017427 ENSG00000082701 ENSG00000140443 ENSG00000142208	3	4	GSK3B
cl_1827	ENSG00000017427 ENSG00000082701 ENSG00000140443 ENSG00000142208	3	4	IGF1R
cl_1827	ENSG00000017427 ENSG00000082701 ENSG00000140443 ENSG00000142208	3	4	AKT1
cl_1828	ENSG00000099860 ENSG00000101966 ENSG00000107643	3	3	GADD45B
cl_1828	ENSG00000099860 ENSG00000101966 ENSG00000107643	3	3	XIAP
cl_1828	ENSG00000099860 ENSG00000101966 ENSG00000107643	3	3	MAPK8
cl_1829	ENSG00000087088 ENSG00000121858 ENSG00000143799	3	3	BAX
cl_1829	ENSG00000087088 ENSG00000121858 ENSG00000143799	3	3	TNFSF10
cl_1829	ENSG00000087088 ENSG00000121858 ENSG00000143799	3	3	PARP1
cl_1830	ENSG00000110092 ENSG00000124762 ENSG00000136997	3	3	CCND1
cl_1830	ENSG00000110092 ENSG00000124762 ENSG00000136997	3	3	CDKN1A
cl_1830	ENSG00000110092 ENSG00000124762 ENSG00000136997	3	3	MYC
cl_1831	ENSG00000087088 ENSG00000121858 ENSG00000141510 ENSG00000171791	3	4	BAX
cl_1831	ENSG00000087088 ENSG00000121858 ENSG00000141510 ENSG00000171791	3	4	TNFSF10
cl_1831	ENSG00000087088 ENSG00000121858 ENSG00000141510 ENSG00000171791	3	4	TP53
cl_1831	ENSG00000087088 ENSG00000121858 ENSG00000141510 ENSG00000171791	3	4	BCL2
cl_1832	ENSG00000142208 ENSG00000146648 ENSG00000148773 ENSG00000198793	3	4	AKT1
cl_1832	ENSG00000142208 ENSG00000146648 ENSG00000148773 ENSG00000198793	3	4	EGFR
cl_1832	ENSG00000142208 ENSG00000146648 ENSG00000148773 ENSG00000198793	3	4	MKI67
cl_1832	ENSG00000142208 ENSG00000146648 ENSG00000148773 ENSG00000198793	3	4	MTOR
cl_1833	ENSG00000087088 ENSG00000121858 ENSG00000141510 ENSG00000171552	3	4	BAX
cl_1833	ENSG00000087088 ENSG00000121858 ENSG00000141510 ENSG00000171552	3	4	TNFSF10
cl_1833	ENSG00000087088 ENSG00000121858 ENSG00000141510 ENSG00000171552	3	4	TP53
cl_1833	ENSG00000087088 ENSG00000121858 ENSG00000141510 ENSG00000171552	3	4	BCL2L1
cl_1834	ENSG00000077782 ENSG00000146648 ENSG00000171094	3	3	FGFR1
cl_1834	ENSG00000077782 ENSG00000146648 ENSG00000171094	3	3	EGFR
